Molecule_Name,Smiles,Mouse_fup,Source
CHEMBL4753164,Cc1nnc(-c2nc(C)n3ccc(Nc4nccc(-c5cc(CN(C)C)n(C)n5)n4)cc23)o1,0.27,CHEMBL 35
CHEMBL1234521,C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.26,CHEMBL 35
CHEMBL1658,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.154,CHEMBL 35
CHEMBL3910697,C=CC(=O)Nc1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Cl)cc3)nn21,0.165,CHEMBL 35
CHEMBL3908818,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccccc4[nH]3)C[C@H]2C)n1,0.041,CHEMBL 35
CHEMBL4283853,COCCCOc1cc2c(cc1OC)-c1cc(=O)c(C(=O)O)cn1[C@H](C(C)C)C2,0.352,CHEMBL 35
CHEMBL5086239,c1ccc2oc(-c3csc(C4CCN(Cc5nc6cnccc6[nH]5)CC4)n3)cc2c1,0.0059,CHEMBL 35
CHEMBL5081335,CC(=O)N[C@H]1CC(=O)NCCCCC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)NC(=O)[C@H](CC(C)C)NC1=O,0.6,CHEMBL 35
CHEMBL5192928,N#Cc1ccc2c(c1)C[C@H](CO)N[C@@H]2c1cc(F)cc(Cl)c1,0.115,CHEMBL 35
CHEMBL5286088,COc1ccc(-c2nc3cc(-n4cc([C@H](N)Cc5ccccc5)nn4)ccc3o2)cc1,0.0065,CHEMBL 35
CHEMBL5205510,C/C=C/c1cnc(C(=O)NC[C@@H](F)CO)cc1Nc1ccccc1F,0.076,CHEMBL 35
CHEMBL5173978,CO[C@@H](CO)CNC(=O)c1cc(Nc2ccccc2F)c2cc(F)ccc2n1,0.23,CHEMBL 35
CHEMBL5286669,O=C(Nc1cnccc1-c1ccccc1)c1ccnn2cc(-c3ccccc3)nc12,0.003,CHEMBL 35
CHEMBL4470510,CS(=O)(=O)Nc1c(Cc2cccc3ccccc23)cc(=O)n2c1SCC2C(=O)Nc1ccccc1,0.0039,CHEMBL 35
CHEMBL4468006,OC[C@H]1O[C@@H](n2cnc3c(NC(C4CCC4)C4CCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,0.0474,CHEMBL 35
CHEMBL4556466,O[C@H]1[C@H](n2cnc3c(N[C@H]4C[C@H]5CC[C@@H]4C5)nc(Cl)nc32)[C@H]2C[C@@]2(CCl)[C@H]1O,0.0295,CHEMBL 35
CHEMBL4797139,FC(F)(F)c1nccc2cc(Nc3n[nH]c4ncccc34)ccc12,0.015,CHEMBL 35
CHEMBL5286709,COc1ncccc1-c1noc(-c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)n1,0.66,CHEMBL 35
CHEMBL4551635,Cc1ccccc1Oc1cc(-n2c(=O)cc(C(F)(F)F)[nH]c2=O)c2ccccc2c1Cl,0.0014,CHEMBL 35
CHEMBL5422218,O=S(=O)(c1ccccc1OCC(F)(F)F)N1CC(c2nc(-c3ccc(F)cc3)no2)C1,0.012,CHEMBL 35
CHEMBL5424552,COC(=O)Nc1nc(C)c(S(=O)(=O)N2CCN(C[C@H](C)Nc3ncnc4c(C)csc34)CC2)s1,0.0023,CHEMBL 35
CHEMBL5438041,Nc1nc(NC2CC2)c2ccc(-c3cc[nH]n3)nc2n1,0.46,CHEMBL 35
CHEMBL5429684,Nc1cc(NCCn2cccn2)c2ccc(-n3cccn3)cc2n1,0.28,CHEMBL 35
CHEMBL4798829,c1ccc2oc(-c3csc(C4CCN(Cc5nc6ncccc6[nH]5)CC4)n3)cc2c1,0.0043,CHEMBL 35
CHEMBL5424036,NC(=O)CN(NC(=O)[C@@H]1CCCN1C(=O)C1(c2ccc(OC(F)(F)F)cc2)CC1)C(=O)CF,0.39,CHEMBL 35
CHEMBL5399273,C#C[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)C1(c2ccc(OC(F)(F)F)cc2)CC1,0.21,CHEMBL 35
CHEMBL5193761,FC(F)(F)c1cccc(COC2CCN(Cc3cc4ccc(Cl)cc4[nH]3)CC2)c1,0.001,CHEMBL 35
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.017,CHEMBL 35
CHEMBL5178033,Cc1cc2c(c(-c3ccccc3OCC(F)(F)F)n1)CN(c1ccc(C(C)(C)O)cc1)C2=O,0.09,CHEMBL 35
CHEMBL5180050,O=C1NCc2nc(-c3c(F)cccc3F)cc(Nc3ccc(C(=O)N4CCCC4)cc3)c21,0.00061,CHEMBL 35
CHEMBL5206427,Fc1cc(COC2CCN(Cc3ncc4ccccn34)CC2)ccc1Cl,0.017,CHEMBL 35
CHEMBL5196715,Cc1ccc2nc(C(=O)NC[C@@H](O)CO)cc(Nc3ccccc3F)c2c1,0.03,CHEMBL 35
CHEMBL5196698,Cc1cc2c(Nc3c(F)cccc3F)cc(C(=O)NC3CC3)nc2cn1,0.073,CHEMBL 35
CHEMBL5198957,Cc1cc2c(Nc3ccccc3F)cc(C(=O)NCC(C)(C)C#N)nc2cn1,0.045,CHEMBL 35
CHEMBL5201368,O=C(NC[C@@H](F)CO)c1cc(Nc2ccccc2F)c2cc(Cl)ccc2n1,0.009,CHEMBL 35
CHEMBL1873475,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,0.017,CHEMBL 35
CHEMBL5418744,CNc1cc(Nc2cccn(-c3ncccc3F)c2=O)nc2c(C(=O)N[C@@H]3CC[C@H]3OC)cnn12,0.082,CHEMBL 35
CHEMBL4564735,NC1=N[C@@]2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(C2=CCCOC2)nc1F,0.0174,CHEMBL 35
CHEMBL4577527,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(C(F)F)C[C@@H]34)c2)cn1,0.013,CHEMBL 35
CHEMBL4440381,Cc1cc(-n2cc(C(=O)N3CCO[C@@H](C)C3)c3ccc(O[C@@H](C)c4ccc(F)cn4)nc32)n[nH]1,0.0008,CHEMBL 35
CHEMBL594671,CC(C)[C@H](C(=O)Nc1nccs1)c1ccc(Cl)cc1,0.0052,CHEMBL 35
CHEMBL4638642,Cc1nsc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(OCCC(F)(F)F)cccn3n2)n1,0.0521,CHEMBL 35
CHEMBL4647782,Cc1nsc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(O[C@@H](C)C(F)(F)F)cccn3n2)n1,0.06,CHEMBL 35
CHEMBL5270555,O=C(Nc1cnccc1N1CCC(F)(F)CC1)c1ccnn2cc(-c3ccccc3)nc12,0.002,CHEMBL 35
CHEMBL4217988,N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(-c2cccc(C(F)(F)F)c2)cc1-c1ccnc(CNCCC2CCNCC2)c1,0.00281,CHEMBL 35
CHEMBL5268094,N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1cc2ccccc2[nH]1)C(=O)O,0.0093,CHEMBL 35
CHEMBL5079973,N[C@@H](Cc1c[nH]cn1)C(=O)NCCc1cc2ccccc2[nH]1,0.0063,CHEMBL 35
CHEMBL5429823,Cc1[nH]c(C(=O)Nc2nc3c(OC(C)c4ccc(CN5CCOCC5)cc4)cc(C(=O)O)cc3s2)cc1F,0.017,CHEMBL 35
CHEMBL5418727,Cc1[nH]c(C(=O)Nc2nc3c(OC(CN4CCOCC4)c4ccccc4)cc(C(=O)O)cc3s2)cc1Cl,0.005,CHEMBL 35
CHEMBL5425159,CO[C@@H](CNC(=O)[C@H](NC(=O)[C@H](O)[C@H](C)O)[C@H](O)c1cncn1C)[C@H](O)[C@H](O)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)NCc1cc(=O)c(O)cn1O)C(C)(C)C)C(C)(C)O)C(C)(C)O,0.51,CHEMBL 35
CHEMBL4297482,Cc1c2c(nn1C)CSCc1cc(n(C)n1)CSc1cc(c3ccccc3c1)OCCCc1c(C(=O)O)n(C)c3c-2c(Cl)ccc13,0.0001,CHEMBL 35
CHEMBL3982804,C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cn1cccn1,0.026,CHEMBL 35
CHEMBL4640098,Cc1nsc(N2CC[C@@H](Nc3nc4c(-c5ccc(F)c(F)c5F)cccn4n3)C(F)(F)C2)n1,0.0029,CHEMBL 35
CHEMBL5416023,N#C[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)C1(c2ccc(OC(F)(F)F)cc2)CC1,0.19,CHEMBL 35
CHEMBL5203666,COc1ccc(-c2cc(=O)c3c(O)cc(OP(=O)([O-])[O-])c(-c4cc(-c5cc(=O)c6c(O)cc(OP(=O)([O-])[O-])cc6o5)ccc4OC)c3o2)cc1.[Na+].[Na+].[Na+].[Na+],0.02,CHEMBL 35
CHEMBL5197021,CC(C(N)=O)n1cc(C#CCN(C(=O)Cc2ncc(C(F)(F)F)cc2C(F)(F)F)c2ccc(F)cc2)cn1,0.044,CHEMBL 35
CHEMBL5200250,COc1ncc(C#CCN(C(=O)Cc2ncc(C(F)(F)F)cc2C(F)(F)F)c2ccc(F)cc2)cn1,0.013,CHEMBL 35
CHEMBL4460444,O=C(NCc1cc(F)cc(Cl)c1)[C@@]1(O)CCN(c2ccc3[nH]ncc3c2)C1=O,0.12,CHEMBL 35
CHEMBL4572028,O=C(NCc1cc(F)cc(Cl)c1)[C@@]1(O)CCN(c2cnc3[nH]cc(Cl)c3c2)C1=O,0.002,CHEMBL 35
CHEMBL5406873,COc1ccc(-c2cc(C(=O)N[C@H]3CCCN(C)C3)nn2C)c(Cl)c1,0.25,CHEMBL 35
CHEMBL4740381,Cc1cc(-c2cnc3cc(-c4ccc(N5CCNCC5)cc4)ccn23)c2ccccc2n1,0.018,CHEMBL 35
CHEMBL5183902,Fc1cccc(COC2CCN(Cc3cn4ccccc4n3)CC2)c1,0.355,CHEMBL 35
CHEMBL5179459,Cc1nc(CN2CCC(OCc3cccc(C(F)(F)F)c3)CC2)c2ccccn12,0.036,CHEMBL 35
CHEMBL5178902,Cn1cc2cc(-n3cc4cnc(NCC(F)(F)F)nc4c(-c4ccc(Cl)cc4)c3=O)ccc2n1,0.0028,CHEMBL 35
CHEMBL4582624,COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(CC#N)nc34)CC2)CC1,0.44,CHEMBL 35
CHEMBL4872886,CC(C)C[C@@H](N)C(=O)Nc1ccc(-c2cnco2)c(OC(F)F)c1,0.041,CHEMBL 35
CHEMBL4244722,CC(C)Cc1ccc2ncccc2c1NS(=O)(=O)c1ccc(CCCCN2CCCN(C)CC2)cc1,0.093,CHEMBL 35
CHEMBL5283073,Nc1c(C(=O)Nc2cccc(Cl)c2)nnn1Cc1ccc(CN2CCOCC2)cc1,0.88,CHEMBL 35
CHEMBL5432510,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Nc2ccc(Cl)cc2)n1,0.004,CHEMBL 35
CHEMBL5396945,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(F)cc2F)N1C(=O)CCl,0.22,CHEMBL 35
CHEMBL5396266,C#C[C@H](CC(N)=O)NC(=O)[C@@H]1C[C@@H](F)CN1C(=O)C1(c2ccc(OC(F)(F)F)cc2)CC1,0.19,CHEMBL 35
CHEMBL4518341,CN1CCCc2c1nc(N1CCC3(CC1)CN(CCO)c1cc(F)cc(F)c13)[nH]c2=O,0.002,CHEMBL 35
CHEMBL4789557,Cc1ccc(-n2c(C(=O)NC3CC3)cc3cccnc32)cc1Cl,0.006,CHEMBL 35
CHEMBL4747304,O=C(NC1CC1)c1nc2cccnc2n1-c1ccc(Cl)c(Cl)c1,0.006,CHEMBL 35
CHEMBL4783529,O=C(c1nc2cccnc2n1-c1ccc(Cl)c(Cl)c1)N1CC(F)(F)C1,0.027,CHEMBL 35
CHEMBL4759907,O=C(c1nc2cccnc2n1-c1ccc(Cl)c(Cl)c1)N1CC(C(F)(F)F)C1,0.022,CHEMBL 35
CHEMBL4793481,COc1c(F)cc(-n2c(C(=O)N3CC(F)C3)cc3cccnc32)cc1F,0.133,CHEMBL 35
CHEMBL4553907,CNC(=O)Nc1cc(Oc2cncc(OC)c2)c([C@H]2CCCOC2)cn1,0.14,CHEMBL 35
CHEMBL3301607,O=C(Nc1nc2cccc(-c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C1CC1,0.316,CHEMBL 35
CHEMBL4242598,C=CC(=O)N1C[C@@H]2C[C@H]1CN2c1ccc(C(N)=O)c(Oc2ccc(Oc3ccccc3)cc2)n1,0.002,CHEMBL 35
CHEMBL5416485,OC[C@H]1O[C@H](Sc2cc(Cl)c(F)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3nccs3)nn2)[C@H]1O,0.013,CHEMBL 35
CHEMBL4638803,Cc1noc(N2C[C@H]3CC[C@@H](C2)[C@@H]3Nc2nc3c(OCC(F)(F)F)cccn3n2)n1,0.095,CHEMBL 35
CHEMBL4434842,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C(C)C)ncnc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,0.03,CHEMBL 35
CHEMBL2023402,COc1ccc(-c2ccn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c(=O)c2)c(F)c1,0.0031,CHEMBL 35
CHEMBL4476581,O=C(Nc1ccc(F)c(-c2nc3ncc(-c4cccnc4F)cc3[nH]2)c1)N1CCCC1,0.0493,CHEMBL 35
CHEMBL4650225,CO[C@]1(CN2CCN3CCCC[C@@H]3C2)/C=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,0.0004,CHEMBL 35
CHEMBL5408677,C[C@H]1Cn2ncc(N3CCOCC3=O)c2CN1C(=O)Nc1ccc(F)c(Cl)c1,0.31,CHEMBL 35
CHEMBL4517931,COc1cc(/C=C/C(=O)O)ccc1[C@@H]1c2ccc3[nH]ncc3c2C[C@@H](C)N1CC(C)(F)F,0.012,CHEMBL 35
CHEMBL5395244,COC(=O)Nc1nc(C)c(S(=O)(=O)N2CCN(C[C@H](C)Nc3ncnc4c(-c5cccc(CN6CCCC6)c5)cccc34)CC2)s1,0.0059,CHEMBL 35
CHEMBL4444707,CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC2CCN(Cc3cc(C(F)(F)F)ccc3Cl)CC2)cc1F,0.002,CHEMBL 35
CHEMBL4594419,CC(=O)N[C@@H]1C[C@H](NC(C)(C)C)CC[C@@H]1N1CC[C@H](Nc2ncnc3cc(C(C)(C)C)nn23)C1=O,0.58,CHEMBL 35
CHEMBL5424652,O=C1CO[C@H]2CCN(C(=O)N3CC(CCc4c(F)cccc4C(F)(F)F)C3)C[C@H]2N1,0.1,CHEMBL 35
CHEMBL5410775,COc1nn(C)cc1C(=O)N[S@@]1(=O)=NC(=O)c2ccc3c(c2)N(C[C@@H]2CCO[C@H]2[C@@H](OC)/C(F)=C/C[C@H](C)C1)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,0.0002,CHEMBL 35
CHEMBL5410847,COc1nn(C)cc1C(=O)N[S@@]1(=O)=NC(=O)c2ccc3c(c2)N(C[C@@H]2CCO[C@H]2[C@](CN2CCN4CCOC[C@@H]4C2)(OC)/C(F)=C/C[C@H](C)C1)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,0.0008,CHEMBL 35
CHEMBL4446378,CO[C@H]1/C=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,0.0003,CHEMBL 35
CHEMBL4278502,N#Cc1ccc([C@H](C(=O)NCC(F)(F)C2CC2)N2CCN(C(=O)c3cc(F)ccc3Cl)CC2)cc1,0.11,CHEMBL 35
CHEMBL4292013,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2cc(F)c(C(=O)NS(C)(=O)=O)cc21,0.005,CHEMBL 35
CHEMBL5202351,CC(C)C[C@H](N)c1cc(C#N)c2cc(-c3ccncc3)ccc2n1,0.14,CHEMBL 35
CHEMBL4519273,C=C[C@]1(C)C[C@@H](OC(=O)COc2cc(CN)c3c(c2)B(O)OC3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.11,CHEMBL 35
CHEMBL4549065,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@H](OC(=O)COc1ccc2c(c1F)B(O)OC2)C[C@@](C)(CO)[C@@H](O)[C@@H]3C,0.033,CHEMBL 35
CHEMBL5200009,CNC1=NC(=O)[C@H]([C@H](C)c2c[nH]c3cccc(Cl)c23)O1,0.134,CHEMBL 35
CHEMBL5190916,Cc1cc(NC(=O)CNc2ccc(Cl)cc2Cl)n(C2CCS(=O)(=O)C2)n1,0.131,CHEMBL 35
CHEMBL4851439,FC(F)c1cncc(-c2ccc3ncc4nnc(C5=CCCOCC5)n4c3c2)c1,0.49,CHEMBL 35
CHEMBL5436244,CCOc1ccccc1S(=O)(=O)N1CC(c2nc(-c3ccc(F)cc3Cl)no2)C1,0.014,CHEMBL 35
CHEMBL5437294,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)(S)O[C@@H]3[C@H](O)[C@@H](CO[P@@](=O)(S)O[C@H]2[C@H]1F)O[C@H]3n1cnc2c(=O)[nH]ncc21,0.77,CHEMBL 35
CHEMBL5429721,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(F)cc2Cl)N1C(=O)CCl,0.015,CHEMBL 35
CHEMBL4287248,O=C(O)c1ccc(N2CC3(CCN(Cc4cc(Cl)c(-c5ccc(F)cc5F)c(C5CC5)c4)CC3)OC2=O)cc1,0.062,CHEMBL 35
CHEMBL4289325,O=C(O)c1ccc(N2CC3(CCN(Cc4cc(C(F)(F)F)ccc4C4CC4)CC3)OC2=O)cc1,0.023,CHEMBL 35
CHEMBL3978935,C[C@@H]1CN(c2sc(C(F)(F)F)nc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21,0.01,CHEMBL 35
CHEMBL3913741,Cc1nn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccccc4[nH]3)C[C@H]2C)cc1CN(C)C,0.053,CHEMBL 35
CHEMBL5409094,COc1nn(C)cc1C(=O)N[S@@]1(=O)=NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]2[C@@H](OC)/C=C/C[C@H](C)C1)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,0.0002,CHEMBL 35
CHEMBL5420347,CCOc1ccccc1S(=O)(=O)N1CC(c2nc(-c3ccc(F)cc3)no2)C1,0.012,CHEMBL 35
CHEMBL4162307,COc1ccc(-c2ccccc2-c2csc(N(C(=O)[C@@H](CC(=O)O)CC3CCCC3)C3CC3)n2)cn1,0.0023,CHEMBL 35
CHEMBL4177037,CC(C)C[C@H](CC(=O)O)C(=O)N(c1nc(-c2ccccc2-c2ccc(-n3cccn3)nc2)cs1)C1CC1,0.0075,CHEMBL 35
CHEMBL5402829,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Nc2ccc(F)cc2)n1,0.008,CHEMBL 35
CHEMBL5405569,CNc1cc(Nc2cccn(-c3ncccc3F)c2=O)nc2c(C(=O)N[C@@H]3C[C@@H]3F)cnn12,0.01,CHEMBL 35
CHEMBL4449082,C[C@@H]1CN(c2cc(F)c3c(c2)N(C)C(=O)C32CCN(c3nc4c(c(=O)[nH]3)CCCN4C)CC2)C[C@H](C)O1,0.006,CHEMBL 35
CHEMBL4544881,Cc1cn2cc(-c3cc(=O)n4cc(N5CCN(C)CC5)ccc4n3)cc(F)c2n1,0.17,CHEMBL 35
CHEMBL5285251,Cc1[nH]c(C(=O)Nc2nc3c(N4CCOC[C@@H]4C)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.011,CHEMBL 35
CHEMBL5416167,Cc1[nH]c(C(=O)Nc2nc3c(OCc4ccc(S(C)(=O)=O)cc4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.0027,CHEMBL 35
CHEMBL4871682,Cc1[nH]c(C(=O)Nc2nc3c(OCc4cccc(F)c4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.0059,CHEMBL 35
CHEMBL5394750,Cc1[nH]c(C(=O)/N=c2\sc3cc(C(=O)O)ccc3n2CC(=O)c2ccc(S(C)(=O)=O)cc2)c(Cl)c1Cl,0.0007,CHEMBL 35
CHEMBL5187543,CNC(=O)c1ccc(-c2nnc(Cc3c[nH]c4cnccc34)nc2-c2ccccc2)cc1,0.038,CHEMBL 35
CHEMBL3917571,Cc1cc(S(=O)(=O)[C@@]2(c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3)CCN(C(=O)[C@H]3CC[C@H](C(=O)O)CC3)C2)ccc1F,0.029,CHEMBL 35
CHEMBL5069779,Cc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C(F)(F)F)c2)ccn1,0.017,CHEMBL 35
CHEMBL5400556,CC1(Nc2nc(N)nc3nc(-c4cc[nH]n4)ccc23)CC1,0.43,CHEMBL 35
CHEMBL4107402,C=CC(=O)N1CCC([C@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,0.051,CHEMBL 35
CHEMBL5419663,CCC[C@@H](CCO)Nc1nc(N)nc2cnn(Cc3ccc(CNC4CCOCC4)cc3OC)c12,0.41,CHEMBL 35
CHEMBL5189938,Cc1cc2c(Nc3ccccc3F)cc(C(=O)NC3CCOCC3)nc2cn1,0.118,CHEMBL 35
CHEMBL5190013,Cc1ccc2nc(C(=O)NC[C@@H](F)CO)cc(Nc3ccccc3F)c2c1,0.014,CHEMBL 35
CHEMBL5202890,O=C(NC[C@@H](F)CO)c1cc(Nc2ccccc2F)c2cc(Br)ccc2n1,0.006,CHEMBL 35
CHEMBL4557670,C[C@H]1SC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)[C@H]1F,0.15,CHEMBL 35
CHEMBL5085580,CC(O)c1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1,0.0584,CHEMBL 35
CHEMBL5177641,Fc1ccc(CO[C@H]2CCCN(Cc3cn4ccccc4n3)C2)cc1F,0.087,CHEMBL 35
CHEMBL5080010,O=C1NC2(CC2)COc2ncc(F)cc2[C@H]2COCCN2c2ccn3ncc1c3n2,0.11,CHEMBL 35
CHEMBL5406857,Cc1[nH]c(C(=O)N(C)c2nc3c(O)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.0444,CHEMBL 35
CHEMBL5092306,Cc1cc(-c2ccc(OC[C@@](C)(N)CC(C)C)c(C(F)F)c2)ccn1,0.02,CHEMBL 35
CHEMBL5088205,CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)cc1C(F)F,0.018,CHEMBL 35
CHEMBL5089410,CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)nc1C(F)F,0.046,CHEMBL 35
CHEMBL5175548,Cn1ncc2cc(CN3CCC(OCc4cccc(C(F)(F)F)c4)CC3)ccc21,0.057,CHEMBL 35
CHEMBL3945969,COc1cc(-c2cc(F)cc(Cl)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21,0.014,CHEMBL 35
CHEMBL5208293,CCc1nc([C@@H](N)CC(C)C)nc2ccc(-c3cnco3)cc12,0.11,CHEMBL 35
CHEMBL32,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0.8,CHEMBL 35
CHEMBL5206101,O=C(Nc1nc2cccc(C3CCC4(CC3)CCN(C(=O)[C@@H]3CC3(F)F)C4)n2n1)C1CC1,0.112,CHEMBL 35
CHEMBL5172397,O=C(Nc1nc2cccc(C3CCC4(CC3)CN(C(=O)[C@@H]3CC3(F)F)C4)n2n1)C1CC1,0.259,CHEMBL 35
CHEMBL4802040,O=C(c1cnc(NCc2cnccn2)nc1)N1CCC2(CCOCC2)C1,0.941,CHEMBL 35
CHEMBL5407965,Cc1[nH]c(C(=O)Nc2nc3c(OC(C)c4ccc(CN5CCOCC5)cc4)cc(C(=O)O)cc3s2)cc1C#N,0.05,CHEMBL 35
CHEMBL5400350,Cc1[nH]c(C(=O)Nc2nc3c(OC(CN4CCOCC4)C(F)(F)F)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.001,CHEMBL 35
CHEMBL5083414,NC(=O)[C@@H]1C[C@H](F)CN1Cc1ccc(OCc2cccc(F)c2)cc1,0.0516,CHEMBL 35
CHEMBL5407700,O=c1nc(NC2CC2)n2ccc(C(F)(F)F)cc2c1-c1cccnc1F,0.091,CHEMBL 35
CHEMBL4107804,Cc1cccnc1N(C(=O)c1ccc(-c2cnn3cccnc23)cc1)[C@@H]1CCCNC1,0.0037,CHEMBL 35
CHEMBL5397170,OC[C@H]1O[C@H](Sc2cc(Cl)c(F)c(Cl)c2)[C@H](O)[C@@H](n2cc(-c3cscn3)nn2)[C@H]1O,0.015,CHEMBL 35
CHEMBL4237244,CC(C)Cc1ccc2ncccc2c1NS(=O)(=O)c1ccc(CCCO[C@@H]2C[C@H]3CC[C@@H](C2)N3C)cc1,0.18,CHEMBL 35
CHEMBL5283284,CC(C)(C(=O)Nc1ccc(-c2cncc(C(F)(F)F)n2)cn1)c1csc(NS(=O)(=O)C2CC2)n1,0.01,CHEMBL 35
CHEMBL4169078,N#Cc1cnc(Nc2cc(NC[C@H]3CNCCO3)c(C(F)(F)F)cn2)cn1,0.0019,CHEMBL 35
CHEMBL4788846,O=c1[nH]nc(-c2ccc(Cl)c(C(F)(F)F)c2)o1,0.069,CHEMBL 35
CHEMBL5288931,Cc1ncc(-c2nc3c(OC4(C)CC4)nc(Nc4cnn(C5CCN(C)CC5)c4)nc3cc2F)cn1,0.16,CHEMBL 35
CHEMBL2059865,Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,0.04,CHEMBL 35
CHEMBL4634542,C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,0.016,CHEMBL 35
CHEMBL4159471,Cc1cc(NC(=O)c2cccc(S(=O)(=O)N[C@H]3CCOC3)c2)ccc1F,0.126,CHEMBL 35
CHEMBL5276028,COc1cc(NC(=O)c2nnn(Cc3ccc(CN4CCOCC4)cc3)c2N)nc(OC)n1,0.69,CHEMBL 35
