Molecule_Name,Smiles,Mouse_fup,Source
CHEMBL4160395,COc1cc(C(=O)Nc2cc(OC(F)(F)F)ccc2-n2cncn2)ccc1OC1CC1,0.039,CHEMBL 35
CHEMBL4645691,CCC(C)(C)NC(=O)COc1cccc(-c2nc3c(c(Nc4ccc(-c5cn[nH]c5)cc4)n2)COC3)c1,0.03,CHEMBL 35
CHEMBL5396733,Cc1cc(OCc2c(F)cccc2F)c2nc(C)c(C(=O)NCC(C)(C)N)n2c1,0.12,CHEMBL 35
CHEMBL4203270,CN(C)Cc1cc2cc3c(cc2n1C)OCCc1c-3[nH]c(=O)c(C(=O)O)c1O,0.21,CHEMBL 35
CHEMBL4208509,Cn1c(CN2CCCC2)cc2cc3c(cc21)CCCc1c-3[nH]c(=O)c(C(=O)O)c1O,0.11,CHEMBL 35
CHEMBL4297528,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,0.1,CHEMBL 35
CHEMBL4287506,CC(C)COc1ccc(-c2cn(C)c3cc(C(=O)NS(=O)(=O)C4CC4)c(F)cc23)cn1,0.006,CHEMBL 35
CHEMBL4779496,Cc1nnc(-c2cnc(Nc3ccc4c(c3)C(C)(C)OC4=O)nc2N[C@H](CO)c2ccccc2)o1,0.023,CHEMBL 35
CHEMBL4784784,CC1(C)OC(=O)c2ccc(Nc3ncc(-c4nnc(C5CC5)o4)c(N[C@H](CO)c4ccccc4)n3)cc21,0.008,CHEMBL 35
CHEMBL4564337,COc1cc2c(-c3cnc(-c4ccc[nH]4)o3)c[nH]c2cc1Br,0.003,CHEMBL 35
CHEMBL5219830,Nc1nc(Cl)cc(-c2nn(C(F)F)cc2Cc2ccccc2OCCN2CCOC[C@H]2CO)n1,0.0013,CHEMBL 35
CHEMBL5220051,O=C(CS(=O)(=O)O)Nc1nc2ccc([N+](=O)[O-])cc2s1,0.057,CHEMBL 35
CHEMBL4463968,Cc1c(N2CCN(C)[C@@H](C)C2)ccc2c3c(c(=O)oc12)CN(C(=O)c1ccc(NS(C)(=O)=O)c(OC(F)(F)F)c1)CC3,0.031,CHEMBL 35
CHEMBL4437833,Cc1ncc(-c2ccc(C(C(=O)NO)c3ccccc3F)cc2)cn1,0.11,CHEMBL 35
CHEMBL5410118,Cc1[nH]c(C(=O)Nc2nc3c(OCc4ccc[n+](C)c4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.002,CHEMBL 35
CHEMBL5400605,Cc1[nH]c(C(=O)Nc2nc3c(OC(CN4CCOCC4)C4CC4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.013,CHEMBL 35
CHEMBL5436207,Cc1[nH]c(C(=O)Nc2nc3c(OC(CN)c4ccccc4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.0053,CHEMBL 35
CHEMBL4781814,COc1cc(F)cc2c(N3CCN(c4ccccc4F)CC3)c(C#N)cnc12,0.012,CHEMBL 35
CHEMBL4448724,O=C(NCc1cc(F)cc(Cl)c1)[C@@]1(O)CCN(c2cnc3[nH]ccc3c2)C1=O,0.034,CHEMBL 35
CHEMBL5170690,COc1ccc(-n2cc3cnc(NCC(F)(F)F)nc3c(-c3ccc(Br)cc3)c2=O)cc1,0.0064,CHEMBL 35
CHEMBL5282927,Cc1[nH]c(C(=O)Nc2nc3c(N4CCOC[C@H]4C)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.011,CHEMBL 35
CHEMBL3667410,NC1=N[C@@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)CN(c3ncc(F)cn3)C[C@H]2CS1,0.017,CHEMBL 35
CHEMBL5075263,CC(=O)N[C@H]1CCCCNC(=O)C[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)c2nc3ccccc3s2)NC(=O)[C@H](CC(C)C)NC1=O,0.853,CHEMBL 35
CHEMBL4543884,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1cn[nH]c1)CCO2,0.00018,CHEMBL 35
CHEMBL4446868,Cn1nccc1[C@H]1C[C@@H](C(F)(F)F)CCN1[C@H]1CCOc2cc(S(=O)(=O)Nc3ccncn3)c(F)cc21,0.0001,CHEMBL 35
CHEMBL3291398,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.218,CHEMBL 35
CHEMBL4592244,C=C[C@]1(C)C[C@@H](OC(=O)CNc2ccc3c(c2)B(O)OC3CN)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.306,CHEMBL 35
CHEMBL5181334,Cn1cnc2cc(CN3CCC(OCc4cccc(C(F)(F)F)c4)CC3)ccc21,0.057,CHEMBL 35
CHEMBL4459971,CCc1nc(C)cn2nc(-c3cc(=O)n4cc(C5CCN(C)CC5)cc(C)c4n3)cc12,0.02,CHEMBL 35
CHEMBL4453785,O=C(NCC1CCC(F)(F)CC1)c1c(Cl)ccc2nc(N3CC[C@H](F)C3)ccc12,0.03,CHEMBL 35
CHEMBL4288391,CCOc1cc(CN2CCC3(CC2)CC(=O)N(c2ccc(C(=O)O)cc2)C3)cc(OCC)c1-c1ccc(F)cc1,0.046,CHEMBL 35
CHEMBL5401647,Cc1[nH]c(C(=O)Nc2nc3c(OCC(F)(F)F)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.0118,CHEMBL 35
CHEMBL5402834,[2H]C([2H])([2H])C([2H])([2H])Oc1ccccc1S(=O)(=O)N1CC(c2nc(-c3ccc(F)cc3)no2)C1,0.012,CHEMBL 35
CHEMBL5424662,COC(=O)Nc1nc(C)c(S(=O)(=O)N2CCN(C[C@H](C)Nc3ncnc4c(-c5cn(C)nc5C(F)(F)F)cccc34)CC2)s1,0.0015,CHEMBL 35
CHEMBL4163616,O[C@H]1CNCCC[C@@H]1n1c2ccc(C(F)(F)F)cc2c2cc(C(F)(F)F)ccc21,0.026,CHEMBL 35
CHEMBL4165629,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@H]3C(F)(F)F)c2)cn1,0.155,CHEMBL 35
CHEMBL5418164,C[C@H](NC(=O)c1c(Nc2cccc(C(F)(F)F)c2)c2ccccc2n1C)c1ccc(C(=O)O)cc1,0.7047,CHEMBL 35
CHEMBL5403818,Cc1[nH]c(C(=O)Nc2nc3c(OCc4ncccn4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.0005,CHEMBL 35
CHEMBL5406532,Cc1[nH]c(C(=O)Nc2nc3c(OC(CN4CCOCC4)c4ccccc4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.003,CHEMBL 35
CHEMBL5430647,Cc1[nH]c(C(=O)Nc2nc3c(OC(CN4CCOCC4)c4ccccc4)cc(C(=O)O)cc3s2)cc1F,0.044,CHEMBL 35
CHEMBL5430695,Cc1[nH]c(C(=O)Nc2nc3c(OC(C)c4ccc(CN5CC[S+]([O-])CC5)cc4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.002,CHEMBL 35
CHEMBL4161847,CCCOc1ccc(C(=O)Nc2cc(OC(F)(F)F)ccc2-n2cncn2)cc1OC,0.019,CHEMBL 35
CHEMBL4166405,COCc1ccc(-c2cc3c(N[C@@H](C)c4ccn(C)n4)c(C(N)=O)cnc3cc2F)cn1,0.17,CHEMBL 35
CHEMBL5397550,COC(=O)Nc1nc(C)c(S(=O)(=O)N2CCN(C[C@H](C)Nc3ncnc4c(-c5sc(C)nc5C)cccc34)CC2)s1,0.0372,CHEMBL 35
CHEMBL4451408,COc1nc(N[C@@H](C)c2cc3cc(Cl)ccc3[nH]c2=O)ncc1C#N,0.00019,CHEMBL 35
CHEMBL5424251,COC(=O)Nc1nc(C)c(S(=O)(=O)N2CCN(C[C@H](C)Nc3ncnc4c(-c5cccnc5)cccc34)CC2)s1,0.0025,CHEMBL 35
CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,0.0981,CHEMBL 35
CHEMBL4744634,N#Cc1cnc2c(OC3CCOC3)cccc2c1N1CCN(c2ccccc2F)CC1,0.02,CHEMBL 35
CHEMBL5272602,COc1ccc(-c2nc3cc(C(=O)NC[C@H](N)Cc4ccccc4)ccc3o2)cc1,0.012,CHEMBL 35
CHEMBL5284082,Cc1cn(-c2cncc(C(F)(F)F)c2)c2cc(F)c(C(=O)NS(=O)(=O)C3CC3)cc12,0.007,CHEMBL 35
CHEMBL4751083,CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(CN(C)C)c(C)n4)n3)cc12,0.12,CHEMBL 35
CHEMBL5197708,CNC1=NC(=O)[C@H]([C@H](C)c2c[nH]c3cccc(F)c23)O1,0.2,CHEMBL 35
CHEMBL3893594,COc1ccc(NC(=O)C2=C(c3ccc(C)cc3)C[C@](c3ccc(OCCCC(F)(F)F)cc3)(C(F)(F)F)NC2=O)cc1,0.014,CHEMBL 35
CHEMBL4229092,Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1Cc1ccc(-n2cccn2)cc1,0.00074,CHEMBL 35
CHEMBL5202450,COc1ccc(C#CCN(C(=O)Cc2ncc(C(F)(F)F)cc2C(F)(F)F)c2ccc(F)cc2)nn1,0.006,CHEMBL 35
CHEMBL5089071,CC(C)CS(=O)(=O)N[C@H]1CC[C@H](Nc2nc(N)c(C(=O)c3c(F)cccc3F)s2)CC1,0.0016,CHEMBL 35
CHEMBL4174117,Cc1cc(S(=O)(=O)N2CCCC2)c2cccnc2c1O,0.5,CHEMBL 35
CHEMBL4744558,CONC(=O)c1c(C)c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc12,0.0077,CHEMBL 35
CHEMBL4453747,COc1ncc(N2CCc3ncnc(-c4ccnc(NC5CCN(C)CC5)c4)c3C2)cc1C,0.3,CHEMBL 35
CHEMBL4568404,C[C@H]1NC(=O)c2cc(-c3cccc4c(=O)n(C5(C)CC5)c(NC5(C)CC5)nc34)[nH]c21,0.033,CHEMBL 35
CHEMBL4546647,Cc1c(N2CCN(C)CC2)ccc2c3c(c(=O)oc12)CN(C(=O)c1ccc(NS(C)(=O)=O)c(Cl)c1)CC3,0.153,CHEMBL 35
CHEMBL5092926,N#Cc1cccc(C(=O)c2cnc(NC3(c4cncnc4)CC3)nc2)c1,0.0046,CHEMBL 35
CHEMBL4438243,C[C@@](CCN1Cc2cc(C#CC#C[C@H]3C[C@@H]3CO)cn2C1=O)(C(=O)NO)S(C)(=O)=O,0.00009,CHEMBL 35
CHEMBL4638937,FC(F)(F)COc1cccn2nc(N[C@@H]3[C@@H]4CC[C@H]3CN(c3ccnc(C(F)(F)F)c3)C4)nc12,0.02,CHEMBL 35
CHEMBL5193591,CCn1c(CO)nn(-c2nc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc3c(C)ccnc3Cl)cc2F)c1=O,0.23,CHEMBL 35
CHEMBL4519174,COc1ccc(/C(=C(\c2ccc(/C=C/C(=O)O)cc2)c2ccc(-c3cn[nH]c3)cc2)C2CCC2)c(Cl)c1,0.002,CHEMBL 35
CHEMBL4169221,CC[C@@H](C)Nc1nc(Nc2cc(N3C[C@@H]4C[C@H]3CN4C)cnc2F)ncc1C,0.15,CHEMBL 35
CHEMBL333928,Nc1nc(OCc2ccccc2)c2[nH]nnc2n1,0.13,CHEMBL 35
CHEMBL4527346,Cn1cc(-c2ccc(C(F)(F)F)cc2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,0.004,CHEMBL 35
CHEMBL4283748,Cn1cc(-c2cnc(OCC3CC3)c(Cl)c2)c2ccc(C(=O)NS(=O)(=O)C3CC3)cc21,0.002,CHEMBL 35
CHEMBL4550045,CC(C)COc1ccc(-c2cn(C)c3cc(C(=O)NS(C)(=O)=O)c(F)cc23)cn1,0.014,CHEMBL 35
CHEMBL4474820,COc1ccc(/C(=C(\c2ccc(/C=C/C(=O)O)cc2)c2ccc3nccn3c2)C2CCC2)c(Cl)c1,0.015,CHEMBL 35
CHEMBL4436425,Cc1nc(C)c(C(=O)Nc2ccc(F)c(-c3nc4ncc(-c5cccnc5Cl)cn4n3)c2)o1,0.135,CHEMBL 35
CHEMBL5402339,Cc1[nH]c(C(=O)N(C)c2nc3ccc(C(=O)O)cc3s2)c(Cl)c1Cl,0.0143,CHEMBL 35
CHEMBL5426748,Cc1[nH]c(C(=O)Nc2nc3c(OC(C)c4ccccc4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.0001,CHEMBL 35
CHEMBL5419564,Cc1[nH]c(C(=O)Nc2nc3c(OC(C)c4ccccc4)cc(C(=O)O)cc3s2)cc1F,0.003,CHEMBL 35
CHEMBL5416765,Cc1[nH]c(C(=O)Nc2nc3c(O[C@H](C)c4ccccc4)cc(C(=O)O)cc3s2)cc1F,0.007,CHEMBL 35
CHEMBL4284867,CC1(C)CCOc2c(Cl)cc(CN3CCC4(CC3)CC(=O)N(c3ccc(C(=O)O)cc3)C4)cc21,0.56,CHEMBL 35
CHEMBL4567446,COc1cc(C(=O)N2CCC3(CC2)CC(=O)c2c(cnn2C(C)C)C3)cc(-c2ccc(C(=O)O)cc2)n1,0.0392,CHEMBL 35
CHEMBL4451402,O=C(NCc1cc(F)cc(F)c1)[C@@]1(O)CCN(c2cnc3[nH]ccc3c2)C1=O,0.22,CHEMBL 35
CHEMBL4557144,C=C[C@]1(C)C[C@@H](OC(=O)COc2ccc3c(c2)B(O)NN=C3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.008,CHEMBL 35
CHEMBL5181369,Nc1ncc(C#CCN(C(=O)Cc2ncc(C(F)(F)F)cc2C(F)(F)F)c2ccc(F)cc2)cn1,0.015,CHEMBL 35
CHEMBL5206029,Nc1cnc(C#CCN(C(=O)Cc2ncc(C(F)(F)F)cc2C(F)(F)F)c2ccc(F)cc2)cn1,0.018,CHEMBL 35
CHEMBL5199552,Fc1cccc(COC2CCN(Cc3ncn4ccccc34)CC2)c1,0.405,CHEMBL 35
CHEMBL5394686,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCON1CCN(C)CC1,0.07,CHEMBL 35
CHEMBL4521915,O=C(Nc1ccc(F)c(-c2nc3ncc(-c4cccc(Cl)c4)cn3n2)c1)N1CCC(F)(F)C1,0.01,CHEMBL 35
CHEMBL4557050,COc1cc(OC)c2c(=O)cc(-c3cc(C)c(OC[C@H](O)CN4CCN(C)CC4)c(C)c3)oc2c1,0.12,CHEMBL 35
CHEMBL4642579,N#Cc1ccnc(Oc2nn([C@H]3C[C@H](F)C3)c3ncnc(N)c23)c1,0.293,CHEMBL 35
CHEMBL4521030,O=S(=O)(CCC(F)(F)F)N[C@H]1CC[C@H](Nc2ncc3c(-c4ccccn4)n[nH]c3n2)CC1,0.13,CHEMBL 35
CHEMBL4440539,CC(C)CS(=O)(=O)N[C@H]1CC[C@H](Nc2ncc3c(N4CCOCC4)n[nH]c3n2)CC1,0.37,CHEMBL 35
CHEMBL4585474,C=C[C@]1(C)C[C@@H](OC(=O)COc2cc3c(cc2F)COB3O)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.003,CHEMBL 35
CHEMBL4527402,C=C[C@]1(C)C[C@@H](OC(=O)COc2ccc3c(c2)B(O)OC3CN)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.116,CHEMBL 35
CHEMBL4450159,O=C(NCc1cc(F)cc(F)c1)[C@@]1(O)CCN(c2ccc3[nH]ncc3c2)C1=O,0.19,CHEMBL 35
CHEMBL4533310,C[C@@](CCN1Cc2cc(C#Cc3ccc([C@H](O)CO)cc3)cn2C1=O)(C(=O)NO)S(C)(=O)=O,0.00016,CHEMBL 35
CHEMBL4278328,CC(C)n1cc(CN2CCC3(CC2)CC(=O)N(c2ccc(C(=O)O)cc2)C3)c2c(C3CC3)cccc21,0.31,CHEMBL 35
CHEMBL4535824,C=C[C@]1(C)C[C@@H](OC(=O)COc2ccc3c(c2F)B(O)OC3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.034,CHEMBL 35
CHEMBL4592079,C=C[C@]1(C)C[C@@H](OC(=O)COc2cc(CN)c3c(c2Cl)B(O)OC3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.048,CHEMBL 35
CHEMBL4589897,C=C[C@]1(C)C[C@@H](OC(=O)CNc2ccc3c(c2)B(O)OC3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.008,CHEMBL 35
CHEMBL4578840,C=C[C@]1(C)C[C@@H](OC(=O)COc2ccc3c(c2)B(O)N(S(C)(=O)=O)N=C3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.058,CHEMBL 35
CHEMBL4566922,C=C[C@]1(C)C[C@@H](OC(=O)COc2ccc3c(c2)B(O)N(C(C)=O)N=C3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.005,CHEMBL 35
CHEMBL4542784,C=C[C@]1(C)C[C@@H](OC(=O)COc2ccc3c(c2)B(O)N(C(=O)OC)N=C3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.037,CHEMBL 35
CHEMBL5397445,CSc1ccc(C(N)=O)cc1-c1ccc2c(cnn2C)c1,0.069,CHEMBL 35
CHEMBL4867649,COc1cc(NC(=O)[C@H](N)CC(C)C)ccc1-c1cn[nH]c1,0.2,CHEMBL 35
CHEMBL5426983,Cc1c(OCCNCCCF)ncc(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1C[C@@H](C)C(=O)O,0.26,CHEMBL 35
CHEMBL5418076,CC1(Nc2nc(N)nc3cc(-c4cc[nH]n4)ccc23)CC1,0.37,CHEMBL 35
CHEMBL4633982,O=C(O)c1cc(-c2ccc(C3CCNCC3)cc2)cc(-c2cn(-c3ccc(C(F)(F)F)cc3)nn2)c1,0.0133,CHEMBL 35
CHEMBL5093999,O=C1NC2(CC2)COc2ncc(F)cc2[C@H]2CCCCN2c2ccn3ncc1c3n2,0.02,CHEMBL 35
CHEMBL5401256,CO[C@@]1(CN2CCN3CCOC[C@@H]3C2)/C(F)=C/C[C@H](C)[C@@H](C)S(=O)(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CCO[C@H]21)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,0.0013,CHEMBL 35
CHEMBL4632769,Cc1cc(C)c(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,0.033,CHEMBL 35
CHEMBL3685329,CNC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1cccc(F)c1,0.22,CHEMBL 35
CHEMBL3134098,CCC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)cc(Cl)c2NC1=O,0.037,CHEMBL 35
CHEMBL4240867,CC(C)Cc1ccc2nn(C)cc2c1NS(=O)(=O)c1ccc(CCCCC2CCN(C)CC2)cc1,0.062,CHEMBL 35
CHEMBL4451058,CC(C)CNC(=O)n1c(=O)oc2cc(C3CCN(C)CC3)ccc21,0.138,CHEMBL 35
CHEMBL4544957,CNC(=O)Nc1cc(Oc2cncc(C)c2)c([C@H]2C[C@@H](O)C2)cn1,0.094,CHEMBL 35
CHEMBL4646408,Nc1ncnc2c1c(Oc1cc(C(F)(F)F)ccn1)nn2[C@@H]1CCCC[C@H]1O,0.243,CHEMBL 35
CHEMBL5218807,Cc1c(Br)cc(NC(=O)NS(=O)(=O)O)cc1Br,0.024,CHEMBL 35
CHEMBL4462340,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1cnccn1)CCO2,0.00024,CHEMBL 35
CHEMBL4436786,OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CCC4)C4CCC4)ncnc31)[C@H](O)[C@@H]2O,0.275,CHEMBL 35
CHEMBL4470752,COc1c(Cc2cccc(C)c2C)cc(=O)n2c1SCC2C(=O)Nc1cc(C)cc(F)c1,0.001,CHEMBL 35
CHEMBL5279683,NS(=O)(=O)c1nccc(-c2ccc(CO)cc2)c1-c1nn[nH]n1,0.43,CHEMBL 35
CHEMBL4643996,C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F,0.15,CHEMBL 35
CHEMBL5276374,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4cc(OC)c(C)c(OC)c4)nn32)CC1,0.134,CHEMBL 35
CHEMBL5074750,CC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)c1nc2ccc(C(=O)N[C@H](C(N)=O)C(C)C)cc2s1,0.167,CHEMBL 35
CHEMBL5393904,O=C(c1cccc(CNc2n[nH]c3cccc(Cl)c23)c1)N1CCN(C(=O)c2ccc(Cl)cc2Cl)CC1,0.031,CHEMBL 35
CHEMBL4567962,COC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(Cl)c(F)c1,0.04,CHEMBL 35
CHEMBL4877371,COc1cc(NC(=O)[C@H](N)CC(C)C)ccc1-c1cnco1,0.086,CHEMBL 35
CHEMBL5285988,COCCCO[C@H]1CN(c2ccc(O[C@@H]3CCN(c4cc(OC)ncc4Cl)C[C@H]3C)cc2)[C@@H](CC(=O)O)[C@@H]1C,0.009,CHEMBL 35
CHEMBL5196698,Cc1cc2c(Nc3c(F)cccc3F)cc(C(=O)NC3CC3)nc2cn1,0.073,CHEMBL 35
CHEMBL3634125,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)CO[C@@H]3F)c2)cn1,0.28,CHEMBL 35
CHEMBL5184104,COc1cnc2ccc(=O)n(CCN[C@H]3CC[C@H]4[C@H](C3)OC(=O)N4c3ccc4c(n3)NC(=O)CO4)c2c1,0.25,CHEMBL 35
CHEMBL5182200,COc1ccc2ccc(=O)n(CCN[C@H]3CC[C@H]4[C@H](C3)OC(=O)N4c3ccc4c(n3)NC(=O)CS4)c2n1,0.09,CHEMBL 35
CHEMBL5427161,COC(=O)Nc1nc(C)c(S(=O)(=O)N2CCN(C[C@H](C)Nc3ncnc4c(-c5ccc(CN6CCCC6)cc5)cccc34)CC2)s1,0.0049,CHEMBL 35
CHEMBL5396870,NC1(COc2cc(F)c3c(c2)CC(CNCCC2CN(c4cnc5c(n4)NC(=O)CO5)C(=O)O2)C3)CC1,0.4,CHEMBL 35
CHEMBL5413273,Cn1nc(Cc2ccc(NS(N)(=O)=O)cc2)c2ccccc2c1=O,0.09,CHEMBL 35
CHEMBL5435819,COc1cc(Nc2c(C#N)cnc3cc(OCCON4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,0.028,CHEMBL 35
CHEMBL5092803,N[C@@H](Cc1c[nH]cn1)C(=O)NCc1cccc2ccccc12,0.0045,CHEMBL 35
CHEMBL5408816,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](C2CCOCC2)N1C(=O)CCl,0.24,CHEMBL 35
CHEMBL4218734,COCc1ccc(-c2ccc3ncc(C(N)=O)c(N[C@@H](C)C4CCOCC4)c3c2)cn1,0.24,CHEMBL 35
CHEMBL5095220,CCc1cc2ncc(CN3CCN(c4ccc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,0.073,CHEMBL 35
CHEMBL5179198,FC(F)(F)c1cccc(COC2CCN(Cc3cn4ccccc4n3)CC2)c1,0.171,CHEMBL 35
CHEMBL5204764,Cc1c(Cl)cccc1NC(=O)CN1CCC(OCc2ccc(F)c(F)c2)CC1,0.015,CHEMBL 35
CHEMBL5190013,Cc1ccc2nc(C(=O)NC[C@@H](F)CO)cc(Nc3ccccc3F)c2c1,0.02,CHEMBL 35
CHEMBL5189883,C/C=C/c1cnc(C(=O)NCCOC)cc1Nc1ccccc1F,0.039,CHEMBL 35
CHEMBL4250271,COc1ncc(-c2cc(OC[C@@H]3CCCN(CCC4CCOCC4)C3)c3cnn(C)c3n2)cc1NS(C)(=O)=O,0.23,CHEMBL 35
CHEMBL4450726,O=C(Nc1ccc(F)c(-c2nc3ncc(-c4ccccn4)cn3n2)c1)N1CCC(F)(F)C1,0.11,CHEMBL 35
CHEMBL4454106,O=C(Nc1ccc(F)c(-c2nc3ncc(-c4ccccc4)cn3n2)c1)N1CCC(F)(F)C1,0.04,CHEMBL 35
CHEMBL4520499,Cc1cn2cc(-c3cc(=O)n4cc(N5CCN(C)CC5)ccc4n3)cc(C)c2n1,0.16,CHEMBL 35
CHEMBL4587910,C=C[C@]1(C)C[C@@H](OC(=O)CSc2ccc3c(c2)B(O)OC3)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,0.008,CHEMBL 35
CHEMBL5403262,COCCOc1ncc(NC(=O)c2cc(C(F)(F)F)nc(-n3ccnc3)n2)cn1,0.078,CHEMBL 35
CHEMBL5441069,C[C@H]1CCN1c1nc(-c2cnn(CC(=O)N3CCNCC3)c2)cc(C(F)(F)F)n1,0.15,CHEMBL 35
CHEMBL5086569,CN(C)C(=O)COC(=O)c1cc(-c2ccc([C@@H]3C[C@@H]4C[C@H]3NC4=O)cc2)c2ccc(-c3ccc(C(F)(F)F)cc3)cc2c1,0,CHEMBL 35
CHEMBL5198005,CCNC(=O)c1ccc(Nc2cc(-c3c(F)cccc3F)nc3c2C(=O)NC3)nc1,0.0016,CHEMBL 35
CHEMBL5424717,Cc1[nH]c(C(=O)Nc2nc3c(OCc4ccncc4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.0003,CHEMBL 35
CHEMBL5437465,Cc1[nH]c(C(=O)Nc2nc3c(OC(CO)c4ccccc4)cc(C(=O)O)cc3s2)c(Cl)c1Cl,0.001,CHEMBL 35
CHEMBL3918431,c1ccc2cc(NC3=NC[C@@]4(CN5CCC4CC5)O3)ncc2c1,0.23,CHEMBL 35
CHEMBL4277900,CC1=Nc2c(F)cc(-c3nc(Nc4ccc(C5CCN(C)CC5)cn4)ncc3F)cc2C12CCCC2,0.007,CHEMBL 35
CHEMBL4464990,O=S(=O)(Nc1ccncn1)c1cc2c(cc1F)[C@@H](N1CC[C@H](C(F)(F)F)C[C@@H]1c1ccccn1)CCO2,0.00009,CHEMBL 35
CHEMBL4164133,CC1=C(c2cccc(O)c2)[C@H](c2ccc(OC[C@H](C)N3CC[C@@H](C)C3)cc2)Oc2ccc(O)cc21,0.00016,CHEMBL 35
CHEMBL4464946,O=C(NCc1cc(F)cc(F)c1)[C@@]1(O)CCN(c2ccc3[nH]ccc3c2)C1=O,0.028,CHEMBL 35
CHEMBL5434096,COC(=O)Nc1nc(C)c(S(=O)(=O)N2CCN(C[C@H](C)Nc3ncnc4c(-c5cccnc5C)cccc34)CC2)s1,0.0616,CHEMBL 35
CHEMBL4634455,Nc1ncnc2c1c(Oc1cc(C(F)(F)F)ccn1)nn2C1CC1,0.156,CHEMBL 35
